world,level,zone_name,zone_description,zone_entity_names
hospital_2,1,nurse_resting_room_left,Nurse Resting Room,nurse_resting_bed_1_left;nurse_resting_bed_2_left;nurse_resting_desk_1_left;nurse_resting_desk_chair_1_left;nurse_resting_computer_1_left;nurse_resting_desk_2_left;nurse_resting_desk_chair_2_left;nurse_resting_computer_2_left;nurse_resting_chair_1_left;nurse_resting_chair_2_left;nurse_resting_chair_3_left;nurse_resting_sidetable_1_left;nurse_resting_sidetable_2_left;nurse_resting_sidetable_3_left;nurse_resting_cabinet_1_left;nurse_resting_cabinet_2_left;nurse_resting_cabinet_3_left;nurse_resting_cabinet_4_left
hospital_2,1,waiting_area_left,Main Waiting Area,waiting_sofa_3_left;waiting_sofa_4_left;waiting_chair_8_left;waiting_chair_9_left;waiting_chair_10_left;waiting_chair_11_left;waiting_bench_3_left;waiting_bench_4_left;waiting_side_table_1_left;waiting_side_table_2_left;waiting_side_table_3_left;waiting_side_table_4_left;waiting_trashcan_2_left;waiting_mop_set_1_left;waiting_mop_set_2_left
hospital_2,1,sub_hallway_left,Sub-Hallway,""
hospital_2,1,operating_room_left,Operating Room,or_operating_table_1_left;or_surgical_table_1_left;or_anesthesia_machine_1_left;or_instrument_table_1_left;or_surgical_tray_1_left;or_vital_monitor_1_left;or_defibrillator_1_left;or_ventilator_1_left;or_SM_MedicalCabinet_01a_1_left;or_supply_cabinet_1_left;or_biohazard_container_1_left;or_trashcan_1_left
hospital_2,1,laboratory_left,Laboratory,lab_bench_1_left;lab_bench_2_left;lab_microscope_1_left;lab_microscope_2_left;lab_stool_1_left;lab_stool_2_left;lab_stool_3_left;lab_SM_MedicalCabinet_01a_1_left;lab_refrigerated_unit_1_left;lab_shelf_1_left;lab_shelf_2_left;lab_shelf_set_1_left;lab_shelf_set_2_left;lab_biohazard_container_1_left;lab_biohazard_container_2_left;lab_autoclave_1_left;lab_trashcan_1_left;lab_trashcan_2_left
hospital_2,1,wc_pharmacy_left,WC Pharmacy,wc_pharmacy_washbasin_1_left;wc_pharmacy_washbasin_2_left;wc_pharmacy_washbasin_3_left;wc_pharmacy_washbasin_4_left;wc_pharmacy_washbasin_5_left;wc_pharmacy_washbasin_6_left;wc_pharmacy_toilet_1_left;wc_pharmacy_toilet_paper_1_left;wc_pharmacy_toilet_2_left;wc_pharmacy_toilet_paper_2_left;wc_pharmacy_toilet_3_left;wc_pharmacy_toilet_paper_3_left
hospital_2,1,wc_waiting_left,WC Waiting,wc_waiting_washbasin_1_left;wc_waiting_washbasin_2_left;wc_waiting_washbasin_3_left;wc_waiting_toilet_1_left;wc_waiting_toilet_paper_1_left;wc_waiting_toilet_2_left;wc_waiting_toilet_paper_2_left;wc_waiting_toilet_3_left;wc_waiting_toilet_paper_3_left
hospital_2,1,doctors_resting_room_left,Doctor Resting Room,doctors_resting_room_bed_1_left;doctors_resting_room_desk_1_left;doctors_resting_room_desk_chair_1_left;doctors_resting_room_sidetable_1_left;doctors_resting_room_cabinet_1_left;doctors_resting_room_computer_1_left;doctors_resting_room_chair_1_left
map_empty,0,empty_zone,Empty Zone,table_0
office_1,0,main_hallway,Main Hallway,hallway_fire_ext_1;hallway_fire_ext_2;hallway_fire_ext_3;hallway_fire_ext_4;hallway_plant_1;hallway_plant_2;hallway_plant_3;hallway_plant_4;hallway_plant_5
office_1,0,cafeteria,Cafeteria,cafeteria_table_1;cafeteria_chair_1_1a;cafeteria_chair_1_1b;cafeteria_chair_1_2a;cafeteria_chair_1_2b;cafeteria_table_2;cafeteria_chair_2_1a;cafeteria_chair_2_1b;cafeteria_chair_2_2a;cafeteria_chair_2_2b;cafeteria_table_3;cafeteria_chair_3_1a;cafeteria_chair_3_1b;cafeteria_chair_3_2a;cafeteria_chair_3_2b;cafeteria_table_4;cafeteria_chair_4_1b;cafeteria_chair_4_2a;cafeteria_chair_4_2b;cafeteria_drinks_machine;cafeteria_water_cooler;cafeteria_plant_1;cafeteria_plant_2;cafeteria_trash_1
office_1,0,sub_hallway,Sub Hallway,sub_hallway_plant
office_1,0,meeting_room_1,Meeting Room 1,meet1_table1;meet1_table2;meet1_table3;meet1_table4;meet1_table5;meet1_table6;meet1_chair_board;meet1_chair_1a;meet1_chair_1b;meet1_chair_1c;meet1_chair_2a;meet1_chair_2b;meet1_chair_2c;meet1_tv;meet1_board;meet1_plant;meet1_ringbinder_1;meet1_papertray_1;meet1_phone_1;meet1_standforpapers_1;meet1_smartphone_1;meet1_pencilcup_1;meet1_donut_1;meet1_coffeetogo_1;meet1_trash
office_1,0,wc_2,WC 2,wc2_toilet_1;wc2_toilet_paper_1;wc2_toilet_2;wc2_toilet_paper_2;wc2_toilet_3;wc2_toilet_paper_3;wc2_toilet_4;wc2_toilet_paper_4;wc2_toilet_5;wc2_toilet_paper_5;wc2_washbasin_1;wc2_mirror_1;wc2_washbasin_2;wc2_mirror_2;wc2_hand_dryer;wc2_trash
office_1,0,reception,Reception,reception_desk_straight_a;reception_desk_straight_b;reception_desk_corner_a;reception_desk_corner_b;reception_desk_stand_1;reception_desk_stand_2;reception_personenleit_1a;reception_personenleit_1b;reception_personenleit_1c;reception_personenleit_1d;reception_chair_1;reception_chair_2;reception_chair_3;reception_chair_4;reception_monitor_a1;reception_monitor_a2;reception_keyboard_1;reception_mouse_1;reception_monitor_b1;reception_monitor_b2;reception_keyboard_2;reception_mouse_2;reception_sofa_1;reception_table_coffee_1;reception_sofa_2;reception_table_coffee_2;reception_sofa_row1a;reception_sofa_row1b;reception_sofa_row1c;reception_sofa_row1d;reception_sofa_row1_personeleit_a;reception_sofa_row1_personeleit_b;reception_sofa_row1_personeleit_c;reception_sofa_row1_personeleit_d;reception_sofa_row1_personeleit_e;reception_sofa_row1_personeleit_f;reception_sofa_row1_personeleit_g;reception_sofa_row2a;reception_sofa_row2b;reception_sofa_row2c;reception_sofa_row2d;reception_sofa_row2_personeleit_a;reception_sofa_row2_personeleit_b;reception_sofa_row2_personeleit_c;reception_sofa_row2_personeleit_d;reception_sofa_row2_personeleit_e;reception_sofa_row2_personeleit_f;reception_sofa_row2_personeleit_g;reception_armchair_1;reception_armchair_2;reception_armchair_3;reception_table_coffee_3;reception_table_coffee_4;reception_plant_new_1;reception_plant_new_2;reception_plant_1;reception_plant_2;reception_plant_3
office_1,0,executive_office_1,Executive Office 1,exec1_desk;exec1_chair;exec1_monitor;exec1_keyboard;exec1_laptop;exec1_bookcase;exec1_cupboard;exec1_file_cabinet;exec1_armchair_1_a;exec1_armchair_2_a;exec1_table_coffee;exec1_armchair_1_b;exec1_armchair_2_b;exec1_plant;exec1_trash
office_1,0,executive_office_2,Executive Office 2,exec2_desk;exec2_chair;exec2_monitor;exec2_keyboard;exec2_laptop;exec2_bookcase;exec2_cupboard;exec2_file_cabinet_flipped;exec2_armchair_1_a;exec2_armchair_2_a_;exec2_table_coffee;exec2_trash
office_1,0,wc_1,WC 1,wc1_toilet_1;wc1_toilet_paper_1;wc1_toilet_2;wc1_toilet_paper_2;wc1_toilet_3;wc1_toilet_paper_3;wc1_toilet_4;wc1_toilet_paper_4;wc1_toilet_5;wc1_toilet_paper_5;wc1_toilet_6;wc1_toilet_paper_6;wc1_toilet_7;wc1_toilet_paper_7;wc1_washbasin_1;wc1_mirror_1;wc1_washbasin_2;wc1_mirror_2;wc1_washbasin_3;wc1_mirror_3;wc1_washbasin_4;wc1_mirror_4;wc1_washbasin_5;wc1_mirror_5;wc1_hand_dryer1;wc1_hand_dryer2;wc1_trash1;wc1_trash2
office_1,0,main_office,Main Office,office_desk_1_1;office_desk_1_2;office_chair_1_2_a;office_chair_1_2_b;office_monitor_1_2_a;office_keyboard_1_2_a;office_monitor_1_2_b;office_keyboard_1_2_b;office_desk_1_3;office_chair_1_3_a;office_chair_1_3_b;office_monitor_1_3_a;office_keyboard_1_3_a;office_monitor_1_3_b;office_keyboard_1_3_b;office_desk_1_4;office_chair_1_4_a;office_chair_1_4_b;office_monitor_1_4_a;office_keyboard_1_4_a;office_monitor_1_4_b;office_keyboard_1_4_b;office_desk_1_5;office_desk_1_6;office_chair_1_6_a;office_chair_1_6_b;office_monitor_1_6_a;office_keyboard_1_6_a;office_monitor_1_6_b;office_keyboard_1_6_b;office_desk_1_7;office_chair_1_7_a;office_chair_1_7_b;office_monitor_1_7_a;office_keyboard_1_7_a;office_monitor_1_7_b;office_keyboard_1_7_b;office_desk_1_8;office_chair_1_8_a;office_chair_1_8_b;office_monitor_1_8_a;office_keyboard_1_8_a;office_monitor_1_8_b;office_keyboard_1_8_b;office_desk_1_9;office_desk_1_10;office_chair_1_10_a;office_chair_1_10_b;office_monitor_1_10_a;office_keyboard_1_10_a;office_monitor_1_10_b;office_keyboard_1_10_b;office_desk_1_11;office_chair_1_11_a;office_chair_1_11_b;office_monitor_1_11_a;office_keyboard_1_11_a;office_monitor_1_11_b;office_keyboard_1_11_b;office_desk_1_12;office_chair_1_12_a;office_chair_1_12_b;office_monitor_1_12_a;office_keyboard_1_12_a;office_monitor_1_12_b;office_keyboard_1_12_b;office_desk_2_1;office_desk_2_2;office_chair_2_2_a;office_chair_2_2_b;office_monitor_2_2_a;office_keyboard_2_2_a;office_monitor_2_2_b;office_keyboard_2_2_b;office_desk_2_3;office_chair_2_3_a;office_chair_2_3_b;office_monitor_2_3_a;office_keyboard_2_3_a;office_monitor_2_3_b;office_keyboard_2_3_b;office_desk_2_4;office_chair_2_4_a;office_chair_2_4_b;office_monitor_2_4_a;office_keyboard_2_4_a;office_monitor_2_4_b;office_keyboard_2_4_b;office_desk_2_5;office_desk_2_6;office_chair_2_6_a;office_chair_2_6_b;office_monitor_2_6_a;office_keyboard_2_6_a;office_monitor_2_6_b;office_keyboard_2_6_b;office_desk_2_7;office_chair_2_7_a;office_chair_2_7_b;office_monitor_2_7_a;office_keyboard_2_7_a;office_monitor_2_7_b;office_keyboard_2_7_b;office_desk_2_8;office_chair_2_8_a;office_chair_2_8_b;office_monitor_2_8_a;office_keyboard_2_8_a;office_monitor_2_8_b;office_keyboard_2_8_b;office_desk_2_9;office_desk_2_10;office_chair_2_10_a;office_chair_2_10_b;office_monitor_2_10_a;office_keyboard_2_10_a;office_monitor_2_10_b;office_keyboard_2_10_b;office_desk_2_11;office_chair_2_11_a;office_chair_2_11_b;office_monitor_2_11_a;office_keyboard_2_11_a;office_monitor_2_11_b;office_keyboard_2_11_b;office_desk_2_12;office_chair_2_12_a;office_chair_2_12_b;office_monitor_2_12_a;office_keyboard_2_12_a;office_monitor_2_12_b;office_keyboard_2_12_b;office_printer_1;office_printer_2;office_printer_3;office_printer_4;office_file_cabinet_1;office_file_cabinet_2;office_file_cabinet_3;office_file_cabinet_4;office_file_cabinet_5;office_file_cabinet_6;office_file_cabinet_7;office_file_cabinet_8;office_file_cabinet_9;office_file_cabinet_10;office_file_cabinet_11;office_file_cabinet_12;office_file_cabinet_13;office_file_cabinet_14;office_file_cabinet_15;office_file_cabinet_16;office_file_cabinet_17;office_file_cabinet_18;office_file_cabinet_19;office_file_cabinet_20;office_file_cabinet_21;office_water_cooler;office_plant_1;office_plant_2;office_trash_1;office_trash_2
office_1,0,meeting_room_big,Meeting Room (big),meet_big_corner_1;meet_big_corner_2;meet_big_corner_3;meet_big_corner_4;meet_big_module_1;meet_big_module_2;meet_big_module_3;meet_big_module_4;meet_big_module_5;meet_big_module_6;meet_big_module_7;meet_big_module_8;meet_big_chair_board;meet_big_chair_1a;meet_big_chair_1c;meet_big_chair_2a;meet_big_chair_2b;meet_big_chair_2c;meet_big_chair_2d;meet_big_chair_3a;meet_big_chair_3b;meet_big_chair_3c;meet_big_chair_3d;meet_big_chair_4a;meet_big_chair_4b;meet_big_chair_4c;meet_big_chair_4d;meet_big_tv_1;meet_big_board;meet_big_plant_1;meet_big_ringbinder_1;meet_big_ringbinder_2;meet_big_papertray_1;meet_big_phone_1;meet_big_standforpapers_1;meet_big_standforpapers_2;meet_big_smartphone_1;meet_big_smartphone_2;meet_big_pencilcup_1;meet_big_donut_1;meet_big_donut_2;meet_big_coffeetogo_1;meet_big_coffeetogo_2
